sip, dip, sport, dport, proto, n_packets, length_max, length_min, length_sum, length_ave, length_std, interval_max, interval_min, interval_sum, interval_ave, interval_std,n_dir_change, freq_dir_change, go_n_packets, go_length_max, go_length_min, go_length_sum, go_length_ave, go_length_std, go_length_first, back_n_packets, back_length_max, back_length_min, back_length_sum, back_length_ave, back_length_std, back_length_first
147.32.84.170,209.85.148.103,47590,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,0.009151935577392578,1.1920928955078125e-05,0.01830887794494629,0.0030514796574910483,0.004241401199884999,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60,
147.32.84.170,147.32.80.9,42474,53,17,2,149,67,216,108.0,41.0,0.0003421306610107422,0.0003421306610107422,0.0003421306610107422,0.0003421306610107422,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149,
147.32.84.170,209.85.148.103,33615,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009052038192749023,7.414817810058594e-05,0.01829385757446289,0.003658771514892578,0.004357670232602321,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,60458,53,17,2,185,67,252,126.0,59.0,0.000225067138671875,0.000225067138671875,0.000225067138671875,0.000225067138671875,0.0,1,1.0,1,67,67,67,67,0.0,67,1,185,185,185,185,0.0,185,
147.32.84.170,81.95.101.9,57631,80,6,36,1420,52,21251,590.3055555555555,633.6145349169515,44.994019985198975,4.0531158447265625e-06,67.31763005256653,1.923360858644758,8.105567842455395,21,0.6,17,756,52,2260,132.94117647058823,220.32074762470745,60,19,1420,52,18991,999.5263157894736,602.1783586473935,60,
147.32.84.170,209.85.148.105,42545,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.008989095687866211,1.5020370483398438e-05,0.018110990524291992,0.0036221981048583985,0.004323721090032271,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,46019,53,17,2,150,69,219,109.5,40.5,0.0002949237823486328,0.0002949237823486328,0.0002949237823486328,0.0002949237823486328,0.0,1,1.0,1,69,69,69,69,0.0,69,1,150,150,150,150,0.0,150,
147.32.84.170,209.85.148.99,50291,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009207010269165039,9.107589721679688e-05,0.018637895584106445,0.003727579116821289,0.004425948858192879,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,209.85.148.105,50131,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.008865118026733398,4.887580871582031e-05,0.01783609390258789,0.003567218780517578,0.004279757739003126,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,39408,53,17,2,148,67,215,107.5,40.5,0.110137939453125,0.110137939453125,0.110137939453125,0.110137939453125,0.0,1,1.0,1,67,67,67,67,0.0,67,1,148,148,148,148,0.0,148,
147.32.84.170,195.24.233.55,58927,80,6,10,384,52,1079,107.9,111.1867348203013,0.10380697250366211,9.608268737792969e-05,0.21694397926330566,0.02410488658481174,0.0311759092541176,5,0.5555555555555556,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60,
147.32.84.170,209.85.149.132,51992,443,6,27,461,52,2208,81.77777777777777,81.84915363409254,45.096683979034424,7.867813110351562e-06,244.20227098464966,9.392395037871141,17.636902467928902,18,0.6923076923076923,15,461,52,1280,85.33333333333333,102.49140885405414,60,12,205,52,928,77.33333333333333,43.67175542867751,60,
147.32.84.170,195.24.233.55,38447,80,6,10,384,52,1079,107.9,111.1867348203013,0.09635186195373535,1.2159347534179688e-05,0.20589590072631836,0.02287732230292426,0.029047320067388513,5,0.5555555555555556,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60,
147.32.84.170,209.85.148.99,45878,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.00911402702331543,7.891654968261719e-05,0.01821613311767578,0.003643226623535156,0.004282390106566214,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,58222,53,17,2,312,60,372,186.0,126.0,0.00033402442932128906,0.00033402442932128906,0.00033402442932128906,0.00033402442932128906,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,43950,53,17,2,312,60,372,186.0,126.0,0.0003609657287597656,0.0003609657287597656,0.0003609657287597656,0.0003609657287597656,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.105,51144,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,0.009367942810058594,7.867813110351562e-06,0.018563032150268555,0.0030938386917114258,0.004236546185135157,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60,
147.32.84.170,147.32.80.9,56511,53,17,2,506,70,576,288.0,218.0,0.0006010532379150391,0.0006010532379150391,0.0006010532379150391,0.0006010532379150391,0.0,1,1.0,1,70,70,70,70,0.0,70,1,506,506,506,506,0.0,506,
147.32.84.170,147.32.80.9,48502,53,17,2,339,59,398,199.0,140.0,0.00038909912109375,0.00038909912109375,0.00038909912109375,0.00038909912109375,0.0,1,1.0,1,59,59,59,59,0.0,59,1,339,339,339,339,0.0,339,
147.32.84.170,147.32.80.9,45870,53,17,2,185,67,252,126.0,59.0,0.0003750324249267578,0.0003750324249267578,0.0003750324249267578,0.0003750324249267578,0.0,1,1.0,1,67,67,67,67,0.0,67,1,185,185,185,185,0.0,185,
147.32.84.170,209.85.148.103,60906,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,0.009142160415649414,5.0067901611328125e-06,0.018307924270629883,0.003051320711771647,0.004151159087675962,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60,
147.32.84.170,147.32.80.9,52791,53,17,2,312,60,372,186.0,126.0,0.0003368854522705078,0.0003368854522705078,0.0003368854522705078,0.0003368854522705078,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,44736,53,17,2,185,67,252,126.0,59.0,0.00044608116149902344,0.00044608116149902344,0.00044608116149902344,0.00044608116149902344,0.0,1,1.0,1,67,67,67,67,0.0,67,1,185,185,185,185,0.0,185,
147.32.84.170,209.85.148.106,46308,443,6,16,873,52,2425,151.5625,223.11851356117896,0.18723607063293457,8.106231689453125e-06,0.2757148742675781,0.01838099161783854,0.04662948022067532,9,0.6,8,550,52,1030,128.75,162.5513380443237,60,8,873,52,1395,174.375,268.51440254667904,60,
147.32.84.170,147.32.80.9,44186,53,17,2,185,67,252,126.0,59.0,0.0002739429473876953,0.0002739429473876953,0.0002739429473876953,0.0002739429473876953,0.0,1,1.0,1,67,67,67,67,0.0,67,1,185,185,185,185,0.0,185,
147.32.84.170,209.85.148.106,48131,443,6,16,873,52,2425,151.5625,223.11851356117896,0.35826706886291504,1.7881393432617188e-05,0.44632601737976074,0.029755067825317384,0.08858512915162726,9,0.6,8,550,52,1030,128.75,162.5513380443237,60,8,873,52,1395,174.375,268.51440254667904,60,
147.32.84.170,147.32.80.9,33475,53,17,2,312,60,372,186.0,126.0,0.0003910064697265625,0.0003910064697265625,0.0003910064697265625,0.0003910064697265625,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,51355,53,17,2,312,60,372,186.0,126.0,0.0004329681396484375,0.0004329681396484375,0.0004329681396484375,0.0004329681396484375,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,35666,53,17,2,312,60,372,186.0,126.0,0.0004742145538330078,0.0004742145538330078,0.0004742145538330078,0.0004742145538330078,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,47334,53,17,2,312,60,372,186.0,126.0,0.0003170967102050781,0.0003170967102050781,0.0003170967102050781,0.0003170967102050781,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.99,44566,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009788036346435547,7.700920104980469e-05,0.01908588409423828,0.003817176818847656,0.004495361060762731,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,195.24.233.55,43780,80,6,10,384,52,1079,107.9,111.1867348203013,0.11909794807434082,9.894371032714844e-05,0.22660279273986816,0.025178088082207575,0.03550112234461716,7,0.7777777777777778,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60,
147.32.84.170,147.32.80.9,58980,53,17,2,138,61,199,99.5,38.5,0.00025391578674316406,0.00025391578674316406,0.00025391578674316406,0.00025391578674316406,0.0,1,1.0,1,61,61,61,61,0.0,61,1,138,138,138,138,0.0,138,
147.32.84.170,147.32.80.9,45944,53,17,8,312,60,1068,133.5,81.00925873009825,2797.7306859493256,0.0003261566162109375,3707.718367099762,529.6740524428232,962.290870241266,7,1.0,4,77,60,271,67.75,6.057020719792859,60,4,312,149,797,199.25,66.64973743384141,312,
147.32.84.170,147.32.80.9,33431,53,17,2,149,67,216,108.0,41.0,0.0003209114074707031,0.0003209114074707031,0.0003209114074707031,0.0003209114074707031,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149,
147.32.84.170,195.24.233.55,52439,80,6,10,384,52,1079,107.9,111.1867348203013,0.0971689224243164,5.507469177246094e-05,0.2063899040222168,0.02293221155802409,0.029209431457029263,5,0.5555555555555556,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60,
147.32.84.170,147.32.80.9,45263,53,17,2,312,60,372,186.0,126.0,0.0004050731658935547,0.0004050731658935547,0.0004050731658935547,0.0004050731658935547,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.105,58282,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,0.008989810943603516,7.700920104980469e-05,0.018591880798339844,0.003098646799723307,0.004151135615436337,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60,
147.32.84.170,147.32.80.9,59065,53,17,2,149,67,216,108.0,41.0,0.00023102760314941406,0.00023102760314941406,0.00023102760314941406,0.00023102760314941406,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149,
147.32.84.170,147.32.80.9,57967,53,17,2,312,60,372,186.0,126.0,0.00021600723266601562,0.00021600723266601562,0.00021600723266601562,0.00021600723266601562,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,195.24.233.55,55704,80,6,10,384,52,1079,107.9,111.1867348203013,0.09222292900085449,1.8835067749023438e-05,0.20282697677612305,0.02253633075290256,0.02792588561470253,7,0.7777777777777778,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60,
147.32.84.170,195.24.233.55,47136,80,6,10,383,52,1078,107.8,110.93854154440648,0.10523414611816406,1.5974044799804688e-05,0.2149200439453125,0.0238800048828125,0.03156694010402937,5,0.5555555555555556,5,263,52,479,95.8,83.65739656479874,60,5,383,52,599,119.8,131.63646911095725,60,
147.32.84.170,147.32.80.9,47718,53,17,2,149,67,216,108.0,41.0,0.00028705596923828125,0.00028705596923828125,0.00028705596923828125,0.00028705596923828125,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149,
147.32.84.170,147.32.80.9,40951,53,17,2,312,60,372,186.0,126.0,0.0003731250762939453,0.0003731250762939453,0.0003731250762939453,0.0003731250762939453,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.104,38460,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009227991104125977,1.5020370483398438e-05,0.018615007400512695,0.003723001480102539,0.004434866046752242,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,53831,53,17,2,129,68,197,98.5,30.5,0.0003669261932373047,0.0003669261932373047,0.0003669261932373047,0.0003669261932373047,0.0,1,1.0,1,68,68,68,68,0.0,68,1,129,129,129,129,0.0,129,
147.32.84.170,209.85.148.105,33580,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.008984088897705078,6.9141387939453125e-06,0.0178680419921875,0.0035736083984375,0.004321340126562441,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,50553,53,17,2,490,64,554,277.0,213.0,0.00024008750915527344,0.00024008750915527344,0.00024008750915527344,0.00024008750915527344,0.0,1,1.0,1,64,64,64,64,0.0,64,1,490,490,490,490,0.0,490,
147.32.84.170,147.32.80.9,54681,53,17,2,493,77,570,285.0,208.0,0.0002808570861816406,0.0002808570861816406,0.0002808570861816406,0.0002808570861816406,0.0,1,1.0,1,77,77,77,77,0.0,77,1,493,493,493,493,0.0,493,
147.32.84.170,147.32.80.9,60632,53,17,4,334,61,594,148.5,111.61653103371381,3023.066339969635,0.0002930164337158203,3023.0692930221558,1007.6897643407186,1425.086443272057,3,1.0,2,61,61,122,61.0,0.0,61,2,334,138,472,236.0,98.0,138,
147.32.84.170,209.85.148.147,45675,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009521007537841797,1.3113021850585938e-05,0.019166946411132812,0.0038333892822265624,0.004549698086811829,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
95.54.94.171,147.32.84.164,62462,51413,6,6,52,40,272,45.333333333333336,5.49747416749021,0.6034271717071533,0.00010800361633300781,1.1956920623779297,0.23913841247558593,0.2927241627581186,5,1.0,3,52,48,152,50.666666666666664,1.8856180831641536,52,3,40,40,120,40.0,0.0,40,
147.32.84.170,209.85.148.105,60355,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,19.345096111297607,1.4066696166992188e-05,19.364545106887817,3.8729090213775637,7.736094765374966,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,209.85.148.106,58610,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009054899215698242,7.510185241699219e-05,0.01808905601501465,0.00361781120300293,0.004294820326000282,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,209.85.148.103,48840,443,6,15,1470,52,3196,213.06666666666666,351.2363813097321,9.7896249294281,5.9604644775390625e-06,10.032784938812256,0.7166274956294468,2.5169782231783198,8,0.5714285714285714,9,274,52,884,98.22222222222223,84.7975075338339,60,6,1470,52,2312,385.3333333333333,498.1685346234635,60,
147.32.84.170,209.85.148.104,49017,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009199142456054688,7.104873657226562e-05,0.018795013427734375,0.003759002685546875,0.004432610463147295,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,32919,53,17,2,312,60,372,186.0,126.0,0.00041103363037109375,0.00041103363037109375,0.00041103363037109375,0.00041103363037109375,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,36908,53,17,4,312,60,624,156.0,102.85183518051586,7274.322069168091,0.0002880096435546875,7274.322715044022,2424.774238348007,3429.148156861393,3,1.0,2,67,60,127,63.5,3.5,67,2,312,185,497,248.5,63.5,185,
147.32.84.170,147.32.80.9,34496,53,17,2,212,62,274,137.0,75.0,0.0003190040588378906,0.0003190040588378906,0.0003190040588378906,0.0003190040588378906,0.0,1,1.0,1,62,62,62,62,0.0,62,1,212,212,212,212,0.0,212,
147.32.84.170,209.85.148.105,53389,443,6,15,535,52,1854,123.6,139.03179492475815,0.3620929718017578,0.00014019012451171875,0.4529581069946289,0.03235415049961635,0.09230146279152693,9,0.6428571428571429,7,369,52,797,113.85714285714286,109.68061239204437,60,8,535,52,1057,132.125,159.87998428508806,60,
147.32.84.170,91.189.89.213,44972,443,6,18,1500,52,6951,386.1666666666667,517.1005973481153,0.03792095184326172,6.9141387939453125e-06,0.20398402214050293,0.011999060125911938,0.015573102529716824,10,0.5882352941176471,8,409,52,1074,134.25,123.29917882938231,60,10,1500,52,5877,587.7,614.6218430872759,60,
147.32.84.170,147.32.80.9,53762,53,17,2,129,71,200,100.0,29.0,0.0002970695495605469,0.0002970695495605469,0.0002970695495605469,0.0002970695495605469,0.0,1,1.0,1,71,71,71,71,0.0,71,1,129,129,129,129,0.0,129,
147.32.84.170,195.24.233.55,58721,80,6,10,384,52,1079,107.9,111.1867348203013,0.10223603248596191,1.1920928955078125e-05,0.20797491073608398,0.02310832341512044,0.030555545908445437,5,0.5555555555555556,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60,
147.32.84.170,147.32.80.9,37316,53,17,2,130,70,200,100.0,30.0,0.0001800060272216797,0.0001800060272216797,0.0001800060272216797,0.0001800060272216797,0.0,1,1.0,1,70,70,70,70,0.0,70,1,130,130,130,130,0.0,130,
147.32.84.170,147.32.80.9,53023,53,17,2,312,60,372,186.0,126.0,0.0003581047058105469,0.0003581047058105469,0.0003581047058105469,0.0003581047058105469,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,51074,53,17,2,312,60,372,186.0,126.0,0.00030994415283203125,0.00030994415283203125,0.00030994415283203125,0.00030994415283203125,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,49649,53,17,4,312,60,494,123.5,108.83129145608812,738.5429329872131,0.00031495094299316406,738.7768449783325,246.25894832611084,348.0973568514921,3,1.0,2,61,60,121,60.5,0.5,60,2,312,61,373,186.5,125.5,312,
147.32.84.170,147.32.80.9,38874,53,17,2,312,60,372,186.0,126.0,0.00037598609924316406,0.00037598609924316406,0.00037598609924316406,0.00037598609924316406,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,36616,53,17,2,312,60,372,186.0,126.0,0.00037097930908203125,0.00037097930908203125,0.00037097930908203125,0.00037097930908203125,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,36901,53,17,4,264,60,594,148.5,79.42764002537152,2153.5548000335693,0.00020384788513183594,2153.5560278892517,717.8520092964172,1015.1951790987464,3,1.0,2,92,60,152,76.0,16.0,92,2,264,178,442,221.0,43.0,178,
147.32.84.170,147.32.80.9,53395,53,17,4,312,60,744,186.0,126.0,3249.9865260124207,0.00041103363037109375,3249.987356185913,1083.3291187286377,1532.0581451984262,3,1.0,2,60,60,120,60.0,0.0,60,2,312,312,624,312.0,0.0,312,
147.32.84.170,147.32.80.9,57007,53,17,2,312,60,372,186.0,126.0,0.00028705596923828125,0.00028705596923828125,0.00028705596923828125,0.00028705596923828125,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.99,40809,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009008169174194336,1.2874603271484375e-05,0.018264055252075195,0.003652811050415039,0.004364796597748072,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,58192,53,17,2,185,67,252,126.0,59.0,0.0003490447998046875,0.0003490447998046875,0.0003490447998046875,0.0003490447998046875,0.0,1,1.0,1,67,67,67,67,0.0,67,1,185,185,185,185,0.0,185,
147.32.84.170,147.32.80.9,54894,53,17,2,312,60,372,186.0,126.0,0.0005412101745605469,0.0005412101745605469,0.0005412101745605469,0.0005412101745605469,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,54711,53,17,2,312,60,372,186.0,126.0,0.0005359649658203125,0.0005359649658203125,0.0005359649658203125,0.0005359649658203125,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.106,56556,443,6,16,873,52,2425,151.5625,223.11851356117896,0.2915511131286621,6.9141387939453125e-06,0.38284802436828613,0.02552320162455241,0.07213147177289209,9,0.6,8,550,52,1030,128.75,162.5513380443237,60,8,873,52,1395,174.375,268.51440254667904,60,
147.32.84.170,74.125.232.206,48632,80,6,10,1399,52,2194,219.4,403.8601738225744,115.0865249633789,9.894371032714844e-05,115.13213300704956,12.792459223005507,36.166414258302915,6,0.6666666666666666,6,1399,52,1667,277.8333333333333,501.4094855726427,60,4,363,52,527,131.75,133.5521901729807,60,
147.32.84.170,147.32.80.9,55533,53,17,4,162,67,454,113.5,42.37039060476077,2978.008689880371,0.0002930164337158203,2978.009299993515,992.669766664505,1403.8466155595372,3,1.0,2,76,67,143,71.5,4.5,76,2,162,149,311,155.5,6.5,162,
147.32.84.170,209.85.148.147,36454,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,0.009357213973999023,1.5974044799804688e-05,0.018603086471557617,0.0031005144119262695,0.004255880405979923,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60,
147.32.84.170,147.32.80.9,42788,53,17,2,312,60,372,186.0,126.0,0.00024199485778808594,0.00024199485778808594,0.00024199485778808594,0.00024199485778808594,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,52970,53,17,6,312,60,996,166.0,112.0014880853524,8276.31126499176,0.0002720355987548828,11370.030865907669,2274.006173181534,3231.4981646500764,5,1.0,3,67,60,187,62.333333333333336,3.299831645537191,60,3,312,185,809,269.6666666666667,59.86837414046087,312,
147.32.84.170,147.32.80.9,42884,53,17,2,312,60,372,186.0,126.0,0.00030303001403808594,0.00030303001403808594,0.00030303001403808594,0.00030303001403808594,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
